Nome da Microzona,Carreira,Sentido,Interface,Codigo de Paragem (SIP),Paragens  - Nome,Localização,Destino
Gomes Freire,712,A,-,06905,Hosp. D. Estefânia,R. Jacinta Marto,Alcântara Mar (M.Oriente)
Gomes Freire,712,A,-,06608,Gomes Freire - R. Joaquim Bonifácio,R. Conde Redondo,Alcântara Mar (M.Oriente)
Conde Redondo,712,A,-,06602,Av. Duque Loulé,Av. Duque Loulé,Alcântara Mar (M.Oriente)
Marquês Pombal,712,A,Metro; Autocarro,01202,Mq. Pombal - Av. Duque Loulé,Av. Duque Loulé,Alcântara Mar (M.Oriente)
Marquês Pombal,712,A,Metro; Autocarro,01209,Mq. Pombal - R. Joaquim A. Aguiar,R. Joaquim António Aguiar,Alcântara Mar (M.Oriente)
Amoreiras,712,A,-,06127,R. Artilharia Um,R. Artilharia Um,Alcântara Mar (M.Oriente)
Campolide,712,A,-,06103,R. Artilharia Um / R. D. Francisco M. Melo,R. Artilharia Um,Alcântara Mar (M.Oriente)
Campolide,712,A,-,06113,Campolide,R. Campolide,Alcântara Mar (M.Oriente)
Duarte Pacheco,712,A,-,08507,Cruz Almas,R. Arco Carvalhão,Alcântara Mar (M.Oriente)
Duarte Pacheco,712,A,-,08609,Arco Carvalhão,R. Arco Carvalhão,Alcântara Mar (M.Oriente)
Campo de Ourique,712,A,-,08010,Terramotos,R. D. Maria Pia,Alcântara Mar (M.Oriente)
Prazeres,712,A,-,09303,R. Correia Teles,R. Maria Pia,Alcântara Mar (M.Oriente)
Prazeres,712,A,-,09301,Meia Laranja,R. Maria Pia,Alcântara Mar (M.Oriente)
Prazeres,712,A,-,09405,R. Maria Pia,R. Maria Pia,Alcântara Mar (M.Oriente)
Alcântara,712,A,-,09409,R. Maria Pia / Estr. Loureiro,R. Maria Pia,Alcântara Mar (M.Oriente)
Alcântara,712,A,-,09403,Tv. Horta Navia,R. Maria Pia,Alcântara Mar (M.Oriente)
Alcântara,712,A,Autocarro; Comboio,09401,Alcântara,Av. Infante Santo,Alcântara Mar (M.Oriente)
Alcântara Mar,712,A,Comboio,04009,Alcântara Mar,R. João Oliveira Miguens,Alcântara Mar (M.Oriente)
Alcântara Mar,712,A,Comboio,04007,Doca Alcântara,Doca Alcântara,Alcântara Mar (M.Oriente)
Alcântara Mar,712,A,-,04005,Alcântara Mar (Museu Oriente),Av. Brasília,Alcântara Mar (M.Oriente)
Alcântara Mar,712,D,-,04005,Alcântara Mar (Museu Oriente),Av. Brasília,Estação Sta. Apolónia
Alcântara Mar,712,D,Comboio,04006,Doca Alcântara,Doca Alcântara,Estação Sta. Apolónia
Alcântara Mar,712,D,Comboio,04008,Alcântara Mar,R. Cascais,Estação Sta. Apolónia
Alcântara,712,D,Autocarro; Comboio,09402,Alcântara,R. Maria Pia,Estação Sta. Apolónia
Alcântara,712,D,-,09404,Tv. Horta Navia,R. Maria Pia,Estação Sta. Apolónia
Alcântara,712,D,-,09410,R. Maria Pia / Estr. Loureiro,R. Maria Pia,Estação Sta. Apolónia
Prazeres,712,D,-,09406,R. Maria Pia,R. Maria Pia,Estação Sta. Apolónia
Prazeres,712,D,-,09302,Meia Laranja,R. Maria Pia,Estação Sta. Apolónia
Prazeres,712,D,-,09304,R. Correia Teles,R. Maria Pia,Estação Sta. Apolónia
Campo de Ourique,712,D,-,08011,Terramotos,R. D. Maria Pia,Estação Sta. Apolónia
Duarte Pacheco,712,D,-,08610,Arco Carvalhão,R. Arco Carvalhão,Estação Sta. Apolónia
Duarte Pacheco,712,D,-,08508,Cruz Almas,R. Arco Carvalhão,Estação Sta. Apolónia
Campolide,712,D,-,06101,Campolide,R. Marquês Fronteira,Estação Sta. Apolónia
Campolide,712,D,-,06128,R. Artilharia Um,R. Artilharia Um,Estação Sta. Apolónia
Amoreiras,712,D,Autocarro,01224,R. Joaquim António Aguiar,R. Joaquim António Aguiar,Estação Sta. Apolónia
Marquês Pombal,712,D,Metro; Autocarro,01212,Marquês Pombal,Pç. Marquês Pombal,Estação Sta. Apolónia
Marquês Pombal,712,D,Metro,01201,Mq. Pombal - Av. Duque Loulé,Av. Duque Loulé,Estação Sta. Apolónia
Conde Redondo,712,D,-,06601,Av. Duque Loulé,Av. Duque Loulé,Estação Sta. Apolónia
Gomes Freire,712,D,-,06607,Gomes Freire - R. Joaquim Bonifácio,R. Gomes Freire,Estação Sta. Apolónia
Gomes Freire,712,D,-,06906,Hosp. D. Estefânia,R. Joaquim Bonifácio,Estação Sta. Apolónia
Anjos,712,D,-,00615,R. José Estêvão,R. Jacinta Marto,Estação Sta. Apolónia
Anjos,712,D,Metro,00604,Av. Almirante Reis / R. Angola,R. Forno Tijolo,Estação Sta. Apolónia
Intendente,712,D,-,00602,R. Forno Tijolo,R. Forno Tijolo,Estação Sta. Apolónia
Sapadores,712,D,-,09110,Sapadores,R. Sapadores,Estação Sta. Apolónia
Vale Sto. António,712,D,-,09112,R. Sapadores,R. Sapadores,Estação Sta. Apolónia
Vale Sto. António,712,D,-,09120,Tv. Sto. António,R. Senhora da Glória,Estação Sta. Apolónia
Vale Sto. António,712,D,-,09122,R. Sra. Glória,R. Leite Vasconcelos,Estação Sta. Apolónia
Vale Sto. António,712,D,-,09124,R. Leite Vasconcelos,R. Leite Vasconcelos,Estação Sta. Apolónia
Sta. Apolónia,712,D,-,02126,R. Vale Sto. António,R. Leite Vasconcelos,Estação Sta. Apolónia
Sta. Apolónia,712,D,-,02124,Campo Sta. Clara,Lg. Dr. Bernardino António Gomes,Estação Sta. Apolónia
Sta. Apolónia,712,D,-,02122,R. Paraíso,R. Paraíso,Estação Sta. Apolónia
Sta. Apolónia,712,D,-,02120,Museu Militar,Lg. Museu Artilharia,Estação Sta. Apolónia
Sta. Apolónia,712,D,Metro; Comboio,02115,Estação Sta. Apolónia,Lg. Caminhos Ferro,Estação Sta. Apolónia
Alameda,713,A,Metro,11111,Alameda D. A. Henriques,Av. Manuel Maia,Estação Campolide
Arco Cego,713,A,-,11109,Av. António José Almeida,Av. António José Almeida,Estação Campolide
Arco Cego,713,A,Metro,11118,Arco Cego - Av. Miguel Bombarda,Av. Miguel Bombarda,Estação Campolide
Saldanha,713,A,-,01811,Av. Miguel Bombarda (ISCAL),Av. Miguel Bombarda,Estação Campolide
Av. Berna,713,A,-,01409,Av. Marquês Tomar,Av. Miguel Bombarda,Estação Campolide
S. Sebastião,713,A,Metro,01413,S. Sebastião,R. Marquês Fronteira,Estação Campolide
S. Sebastião,713,A,-,01405,B.º Azul,R. Marquês Fronteira,Estação Campolide
Campolide,713,A,-,06117,Palácio Justiça,R. Marquês Fronteira,Estação Campolide
Campolide,713,A,-,06115,R. Marquês Fronteira,R. Marquês Fronteira,Estação Campolide
Campolide,713,A,-,06120,Campolide (Av. Cons. Fernando Sousa),Av. Cons. Fernando Sousa,Estação Campolide
Amoreiras,713,A,-,08512,Amoreiras,R. Carlos Alberto Mota Pinto,Estação Campolide
Amoreiras,713,A,-,08516,R. Amoreiras,R. Amoreiras,Estação Campolide
Rato,713,A,-,06823,Jardim Amoreiras,R. Amoreiras,Estação Campolide
Rato,713,A,Metro,06822,Rato,Lg. Rato,Estação Campolide
Rato,713,A,-,06802,Av. Pedro Álvares Cabral,Av. Pedro Álvares Cabral,Estação Campolide
Estrela,713,A,-,08104,Jardim Estrela,R. S. Jorge,Estação Campolide
Estrela,713,A,-,08111,Estrela (Basílica),Pç. Estrela,Estação Campolide
Estrela,713,A,-,08113,R. João Deus,R. João Deus,Estação Campolide
Lapa,713,A,-,10011,R. Buenos Aires,R. Buenos Aires,Estação Campolide
Lapa,713,A,-,10013,R. Santana à Lapa,R. Buenos Aires,Estação Campolide
Lapa,713,A,-,10015,R. S. Domingos à Lapa,R. S. Domingos à Lapa,Estação Campolide
Lapa,713,A,-,10007,R. Garcia Orta,R. S. Domingos à Lapa,Estação Campolide
Lapa,713,A,-,10009,R. S. João Mata,R. Garcia Orta,Estação Campolide
Santos,713,A,-,03910,Santos-o-Velho,R. Janelas Verdes,Estação Campolide
Santos,713,A,-,03908,R. Janelas Verdes (Museu Nac. Arte Antiga),R. Janelas Verdes,Estação Campolide
Pç. Armada,713,A,-,10212,R. Presidente Arriaga,R. Presidente Arriaga,Estação Campolide
Pç. Armada,713,A,-,10210,Av. Infante Santo,Cç. Pampulha,Estação Campolide
Alcântara,713,A,-,10208,Pç. Armada,Pç. Armada,Estação Campolide
Alcântara,713,A,Autocarro; Comboio,09417,Alcântara,R. Prior Crato,Estação Campolide
Alcântara,713,A,Autocarro; Comboio,09415,Alcântara - Av. Ceuta,Av. Ceuta (Frente Est. CP),Estação Campolide
Av. Ceuta,713,A,-,09411,Qta. Cabrinha - Av. Ceuta,Av. Ceuta,Estação Campolide
Av. Ceuta,713,A,-,11903,B.º Loureiro - Av. Ceuta,Av. Ceuta,Estação Campolide
Av. Ceuta,713,A,-,11901,Av. Ceuta / R. Arco Carvalhão,Av. Ceuta,Estação Campolide
Duarte Pacheco,713,A,-,08601,Av. Ceuta (Viveiros),Av. Ceuta,Estação Campolide
Estação Campolide,713,A,Comboio,02716,Estação Campolide,Interface Campolide,Estação Campolide
Estação Campolide,713,D,Comboio,02716,Estação Campolide,Interface Campolide,Alameda D. A. Henriques
Estação Campolide,713,D,Comboio,02704,Estação Campolide,R. Eng. Ferreira Mesquita,Alameda D. A. Henriques
Duarte Pacheco,713,D,-,08602,Av. Ceuta (Viveiros),Av. Ceuta,Alameda D. A. Henriques
Av. Ceuta,713,D,-,11902,Av. Ceuta / R. Arco Carvalhão,Av. Ceuta,Alameda D. A. Henriques
Av. Ceuta,713,D,-,11904,B.º Loureiro - Av. Ceuta,Av. Ceuta,Alameda D. A. Henriques
Av. Ceuta,713,D,-,09412,Qta. Cabrinha - Av. Ceuta,Av. Ceuta,Alameda D. A. Henriques
Alcântara,713,D,Autocarro; Comboio,09425,Alcântara - Av. Ceuta,Av. Ceuta,Alameda D. A. Henriques
Alcântara,713,D,Autocarro; Comboio,09418,Alcântara,R. Prior Crato,Alameda D. A. Henriques
Alcântara,713,D,-,10207,Pç. Armada,Pç. Armada,Alameda D. A. Henriques
Pç. Armada,713,D,-,10209,Av. Infante Santo,Cç. Pampulha,Alameda D. A. Henriques
Pç. Armada,713,D,-,10211,R. Presidente Arriaga,R. Presidente Arriaga,Alameda D. A. Henriques
Santos,713,D,-,03907,R. Janelas Verdes (Museu Nac. Arte Antiga),R. Janelas Verdes,Alameda D. A. Henriques
Santos,713,D,-,03909,Santos-o-Velho,Santos-o-Velho,Alameda D. A. Henriques
Lapa,713,D,-,10010,R. S. João Mata,R. Garcia Orta,Alameda D. A. Henriques
Lapa,713,D,-,10008,R. Garcia Orta,R. S. Domingos à Lapa,Alameda D. A. Henriques
Lapa,713,D,-,10006,R. S. Domingos à Lapa,R. Lapa,Alameda D. A. Henriques
Lapa,713,D,-,10004,Lapa,R. Borges Carneiro,Alameda D. A. Henriques
S. Bento,713,D,-,06708,R. Borges Carneiro / Cç. Estrela,R. Borges Carneiro,Alameda D. A. Henriques
S. Bento,713,D,-,06718,Cç. Estrela / R. Dr. Teófilo Braga,Cç. Estrela,Alameda D. A. Henriques
Estrela,713,D,-,08114,Estrela (Basílica),Pç. Estrela,Alameda D. A. Henriques
Estrela,713,D,-,08103,Jardim Estrela,R. S. Jorge,Alameda D. A. Henriques
Rato,713,D,-,06801,Av. Pedro Álvares Cabral,Av. Pedro Álvares Cabral,Alameda D. A. Henriques
Rato,713,D,Metro,06821,Rato,Lg. Rato,Alameda D. A. Henriques
Rato,713,D,-,06824,Jardim Amoreiras,R. Amoreiras,Alameda D. A. Henriques
Amoreiras,713,D,-,08517,R. Amoreiras,R. Silva Carvalho,Alameda D. A. Henriques
Amoreiras,713,D,-,08511,Amoreiras,R. Carlos Alberto Mota Pinto,Alameda D. A. Henriques
Amoreiras,713,D,-,08509,Av. Cons. Fernando Sousa,Av. Cons. Fernando Sousa,Alameda D. A. Henriques
Campolide,713,D,-,06106,Campolide,R. Marquês Fronteira,Alameda D. A. Henriques
Campolide,713,D,-,06116,R. Marquês Fronteira,R. Marquês Fronteira,Alameda D. A. Henriques
Campolide,713,D,-,06118,Palácio Justiça,R. Marquês Fronteira,Alameda D. A. Henriques
S. Sebastião,713,D,Metro,01406,B.º Azul,R. Marquês Fronteira,Alameda D. A. Henriques
S. Sebastião,713,D,Metro,01414,S. Sebastião,R. Marquês Fronteira,Alameda D. A. Henriques
Av. Berna,713,D,-,01410,Av. Marquês Tomar,Av. Duque D'Ávila,Alameda D. A. Henriques
Saldanha,713,D,-,01806,Av. Duque D'Ávila,Av. Duque D'Ávila,Alameda D. A. Henriques
Arco Cego,713,D,Metro,11101,Arco Cego,Av. Duque D'Ávila,Alameda D. A. Henriques
Arco Cego,713,D,-,11108,Av. Rovisco Pais,Av. Rovisco Pais,Alameda D. A. Henriques
Alameda,713,D,Metro,11111,Alameda D. A. Henriques,Av. Manuel Maia,Alameda D. A. Henriques
Rossio,714,A,Metro,00910,Pç. Figueira,Pç. Figueira,Outurela
T. Paço,714,A,Barco,05502,Pç. Comércio,R. Fanqueiros,Outurela
Cais do Sodré,714,A,-,03821,Corpo Santo,Lg. Corpo Santo,Outurela
Cais do Sodré,714,A,Metro; Comboio; Barco,03819,R. S. Paulo,R. S. Paulo,Outurela
Calçada do Combro,714,A,-,09901,R. S. Paulo (Bica),R. S. Paulo,Outurela
Conde Barão,714,A,-,07105,Conde Barão,Lg. Conde Barão,Outurela
Santos,714,A,Comboio,03912,Santos,Cç. Ribeiro Santos,Outurela
Santos,714,A,-,03910,Santos-o-Velho,R. Janelas Verdes,Outurela
Santos,714,A,-,03908,R. Janelas Verdes (Museu Nac. Arte Antiga),R. Janelas Verdes,Outurela
Pç. Armada,714,A,-,10212,R. Presidente Arriaga,R. Presidente Arriaga,Outurela
Pç. Armada,714,A,-,10210,Av. Infante Santo,Cç. Pampulha,Outurela
Alcântara,714,A,-,10208,Pç. Armada,Pç. Armada,Outurela
Alcântara,714,A,Autocarro; Comboio,09417,Alcântara,R. Prior Crato,Outurela
Calvário,714,A,Autocarro; Comboio,12110,R. Alcântara,R. Alcântara,Outurela
Calvário,714,A,-,12122,Calvário,R. Alcântara,Outurela
Calvário,714,A,-,12108,Estação Sto. Amaro,R. 1º Maio,Outurela
Junqueira,714,A,-,09504,R. Junqueira (Centro Congressos),R. Junqueira,Outurela
Junqueira,714,A,-,09506,Hosp. Egas Moniz,R. Junqueira,Outurela
Altinho,714,A,-,09508,R. Pinto Ferreira,R. Junqueira,Outurela
Altinho,714,A,-,04114,Altinho,R. Junqueira,Outurela
Altinho,714,A,Autocarro; Comboio; Barco,04110,Belém,R. Junqueira,Outurela
Belém,714,A,-,09604,Mosteiro Jerónimos,Lg. Jerónimos,Outurela
Belém,714,A,-,09608,R. Jerónimos,R. Jerónimos,Outurela
Belém,714,A,-,09606,B.º Terras Forno,R. Jerónimos,Outurela
Restelo,714,A,-,13124,Estádio Restelo,R. Rui Pereira,Outurela
Restelo,714,A,-,13122,R. Pero Alenquer,R. Pero Alenquer,Outurela
Restelo,714,A,-,13120,Restelo (EPUL),R. Pero Alenquer,Outurela
Av. Descobertas,714,A,-,12404,Restelo - Av. Descobertas,Av. Descobertas,Outurela
Av. Descobertas,714,A,-,12402,R. Gregório Lopes,Av. Descobertas,Outurela
Caselas,714,A,-,10402,Fonte Caselas,R. Sam Levy,Outurela
Caselas,714,A,-,10404,Caselas,Lg. Igreja,Outurela
Caselas,714,A,-,10406,Estr. Queluz,Av. Descobertas,Outurela
Alfragide,714,A,-,18102,B.º Alto Moinho,Bº Alto Moinho,Outurela
Parque  de Campismo,714,A,-,14006,Pq. Campismo,Estrada Circunvalação,Outurela
Outurela - Portela,714,A,-,18706,Portas Queluz,R. Qta. Paizinho,Outurela
Outurela - Portela,714,A,-,18708,R. Proletariado,R. Qta. Paizinho,Outurela
Outurela - Portela,714,A,-,18710,Estr. Portela,R. Cincinato da Costa,Outurela
Outurela - Portela,714,A,Autocarro,18702,Portela,Estrada Portela,Outurela
Outurela,714,A,-,18704,Outurela (Escola),Estrada Portela,Outurela
Outurela,714,A,-,18603,Outurela (B.º 18 Maio),R. da Liberdade,Outurela
Outurela,714,A,-,18602,Outurela,R. da Liberdade,Outurela
Outurela,714,D,-,18601,Outurela,R. Cravos de Abril,Pç. Figueira
Outurela,714,D,-,18705,Outurela (Escola),Estrada Portela,Pç. Figueira
Outurela - Portela,714,D,Autocarro,18703,Portela,Estrada Portela,Pç. Figueira
Outurela - Portela,714,D,-,18711,Estr. Portela,R. Cincinato da Costa,Pç. Figueira
Outurela - Portela,714,D,-,18709,R. Proletariado,R. Qta. Paizinho,Pç. Figueira
Outurela - Portela,714,D,-,18707,Portas Queluz,Via acesso à MACRO,Pç. Figueira
Parque  de Campismo,714,D,-,14008,Pq. Campismo,Estrada Circunvalação,Pç. Figueira
Alfragide,714,D,-,18111,B.º Alto Moinho,Bº Alto Moinho,Pç. Figueira
Caselas,714,D,-,10405,Estr. Queluz,Av. Descobertas,Pç. Figueira
Caselas,714,D,-,10401,Caselas,Lg. Igreja,Pç. Figueira
Caselas,714,D,-,10403,Fonte Caselas,R. Sam Levy,Pç. Figueira
Av. Descobertas,714,D,-,12401,R. Gregório Lopes,Av. Descobertas,Pç. Figueira
Av. Descobertas,714,D,-,12407,Restelo - Av. Descobertas,Av. Descobertas,Pç. Figueira
Av. Descobertas,714,D,-,12403,Restelo - R. Antão Gonçalves,R. Antão Gonçalves,Pç. Figueira
Restelo,714,D,-,13119,Restelo (EPUL),R. Gonçalo Velho Cabral,Pç. Figueira
Restelo,714,D,-,13121,R. Pero Alenquer,R. Pero Alenquer,Pç. Figueira
Restelo,714,D,-,13105,Av. Ilha Madeira (Museu de Etnologia),Av. Ilha Madeira,Pç. Figueira
Belém,714,D,-,09605,B.º Terras Forno,R. Jerónimos,Pç. Figueira
Belém,714,D,-,09607,R. Jerónimos,R. Jerónimos,Pç. Figueira
Belém,714,D,-,09609,Mosteiro Jerónimos,R. Belém,Pç. Figueira
Altinho,714,D,Autocarro; Comboio,04113,Belém,R. Junqueira,Pç. Figueira
Altinho,714,D,-,04115,Altinho,R. Junqueira,Pç. Figueira
Altinho,714,D,-,09507,R. Pinto Ferreira,R. Junqueira,Pç. Figueira
Junqueira,714,D,-,09505,Hosp. Egas Moniz,R. Junqueira,Pç. Figueira
Junqueira,714,D,-,09503,R. Junqueira (Centro Congressos),R. Junqueira,Pç. Figueira
Calvário,714,D,-,12111,Estação Sto. Amaro,R. 1º Maio,Pç. Figueira
Calvário,714,D,-,12105,Calvário,R. Alcântara,Pç. Figueira
Alcântara,714,D,Autocarro; Comboio,09418,Alcântara,R. Prior Crato,Pç. Figueira
Alcântara,714,D,-,10207,Pç. Armada,Pç. Armada,Pç. Figueira
Pç. Armada,714,D,-,10209,Av. Infante Santo,Cç. Pampulha,Pç. Figueira
Pç. Armada,714,D,-,10211,R. Presidente Arriaga,R. Presidente Arriaga,Pç. Figueira
Santos,714,D,-,03907,R. Janelas Verdes (Museu Nac. Arte Antiga),R. Janelas Verdes,Pç. Figueira
Santos,714,D,-,03911,Santos-o-Velho,Cç. Ribeiro Santos,Pç. Figueira
Santos,714,D,Comboio,03913,Santos,Cç. Ribeiro Santos,Pç. Figueira
Conde Barão,714,D,-,07106,Conde Barão,Lg. Conde Barão,Pç. Figueira
Calçada do Combro,714,D,-,09902,R. S. Paulo (Bica),R. S. Paulo,Pç. Figueira
Cais do Sodré,714,D,Metro; Comboio; Barco,03818,R. S. Paulo,R. S. Paulo,Pç. Figueira
Cais do Sodré,714,D,-,03824,Corpo Santo,R. Arsenal,Pç. Figueira
R. Conceição,714,D,Barco,05519,Pç. Comércio,R. Prata,Pç. Figueira
Rossio,714,D,Metro,00910,Pç. Figueira,Pç. Figueira,Pç. Figueira
Alameda,716,A,Metro,11112,Alameda D. A. Henriques,Av. Manuel Maia,Benfica
Arco Cego,716,A,-,11109,Av. António José Almeida,Av. António José Almeida,Benfica
Arco Cego,716,A,Metro,11118,Arco Cego - Av. Miguel Bombarda,Av. Miguel Bombarda,Benfica
Saldanha,716,A,-,01811,Av. Miguel Bombarda (ISCAL),Av. Miguel Bombarda,Benfica
Av. Berna,716,A,-,01407,Av. Visconde Valmor,Av. Marquês Tomar,Benfica
Av. Berna,716,A,-,33102,Av. Berna (Rego),Av. Berna,Benfica
Pç. Espanha,716,A,-,01503,Pç. Espanha / Av. Berna,Av. Berna,Benfica
Pç. Espanha,716,A,Metro; Autocarro,01505,Pç. Espanha,Av. Columbano Bordalo Pinheiro,Benfica
Pç. Espanha,716,A,-,01507,Av. Madame Curie,Av. Columbano Bordalo Pinheiro,Benfica
Sete Rios,716,A,-,01601,R. Dr. António Granjo,Av. Columbano Bordalo Pinheiro,Benfica
Sete Rios,716,A,Metro; Autocarro; Comboio,01621,Estação Sete Rios,Av. Columbano Bordalo Pinheiro,Benfica
Sete Rios,716,A,Metro; Autocarro,01607,Sete Rios,Pç. General Humberto Delgado,Benfica
Sete Rios,716,A,-,01616,Estr. Benfica (Furnas),Estrada Benfica,Benfica
Benfica,716,A,-,10706,R. Duarte Galvão,Estrada Benfica,Benfica
Benfica,716,A,-,10704,B.º Novo,Estrada Benfica,Benfica
Benfica,716,A,-,10702,S. Domingos Benfica,Estrada Benfica,Benfica
Calhariz Benfica,716,A,-,10830,Pupilos Exército,Estrada Benfica,Benfica
Calhariz Benfica,716,A,-,10826,R. Prof. Reinaldo Santos,Estrada Benfica,Benfica
Calhariz Benfica,716,A,-,10814,Calhariz,R. Joaquim Paço Arcos,Benfica
Calhariz Benfica,716,A,-,10802,Esc. Pedro Santarém,Estrada Benfica,Benfica
Igreja Benfica,716,A,-,10906,Estr. Benfica / Av. Gomes Pereira,Estrada Benfica,Benfica
Igreja Benfica,716,A,-,10904,Igreja Benfica,Estrada Benfica,Benfica
Igreja Benfica,716,A,-,10921,Benfica - Av. Grão Vasco,Av. Grão Vasco,Benfica
Igreja Benfica,716,A,-,10915,Benfica - Al. Pe. Álvaro Proença,Al. Padre Álvaro Proença,Benfica
Igreja Benfica,716,D,-,10915,Benfica - Al. Pe. Álvaro Proença,Al. Padre Álvaro Proença,Alameda D. A. Henriques
Igreja Benfica,716,D,-,10920,Benfica - Av. Grão Vasco,Av. Grão Vasco,Alameda D. A. Henriques
Igreja Benfica,716,D,-,10903,Igreja Benfica,Estrada Benfica,Alameda D. A. Henriques
Igreja Benfica,716,D,-,10905,Estr. Benfica / Av. Gomes Pereira,Estrada Benfica,Alameda D. A. Henriques
Calhariz Benfica,716,D,-,10801,Esc. Pedro Santarém,Estrada Benfica,Alameda D. A. Henriques
Calhariz Benfica,716,D,-,10803,Calhariz (Centro Saúde Benfica),R. José Rodrigues Miguéis,Alameda D. A. Henriques
Calhariz Benfica,716,D,-,10821,R. Prof. Reinaldo Santos,Estrada Benfica,Alameda D. A. Henriques
Calhariz Benfica,716,D,-,10829,Pupilos Exército,Estrada Benfica,Alameda D. A. Henriques
Benfica,716,D,-,10701,S. Domingos Benfica,Estrada Benfica,Alameda D. A. Henriques
Benfica,716,D,-,10703,B.º Novo,Estrada Benfica,Alameda D. A. Henriques
Benfica,716,D,-,10705,R. Duarte Galvão,Estrada Benfica,Alameda D. A. Henriques
Sete Rios,716,D,-,01615,Estr. Benfica (Furnas),Estrada Benfica,Alameda D. A. Henriques
Sete Rios,716,D,Metro; Autocarro,01610,Sete Rios,Pç. General Humberto Delgado,Alameda D. A. Henriques
Sete Rios,716,D,Metro; Autocarro; Comboio,01620,Av. Columbano B. Pinheiro (Est. Sete Rios),Av. Columbano Bordalo Pinheiro,Alameda D. A. Henriques
Sete Rios,716,D,-,01602,R. Dr. António Granjo,Av. Columbano Bordalo Pinheiro,Alameda D. A. Henriques
Pç. Espanha,716,D,-,01510,Av. Madame Curie,Av. Columbano Bordalo Pinheiro,Alameda D. A. Henriques
Pç. Espanha,716,D,Metro; Autocarro,01508,Pç. Espanha,Pç. Espanha,Alameda D. A. Henriques
Pç. Espanha,716,D,-,01504,Pç. Espanha / Av. Berna,Av. Berna,Alameda D. A. Henriques
Av. Berna,716,D,-,33101,Av. Berna (Rego),Av. Berna,Alameda D. A. Henriques
Av. Berna,716,D,-,01408,Av. Visconde Valmor,Av. Marquês Tomar,Alameda D. A. Henriques
Av. Berna,716,D,-,01412,Av. Marquês Tomar,Av. Marquês Tomar,Alameda D. A. Henriques
Saldanha,716,D,-,01806,Av. Duque D'Ávila,Av. Duque D'Ávila,Alameda D. A. Henriques
Arco Cego,716,D,Metro,11101,Arco Cego,Av. Duque D'Ávila,Alameda D. A. Henriques
Arco Cego,716,D,-,11108,Av. Rovisco Pais,Av. Rovisco Pais,Alameda D. A. Henriques
Alameda,716,D,Metro,11112,Alameda D. A. Henriques,Av. Manuel Maia,Alameda D. A. Henriques
P. Chile,717,A,Metro,00521,Pç. Chile,R. Quirino Fonseca,Fetais
Alameda,717,A,Metro,00414,Alameda D. A. Henriques,Al. D. Afonso Henriques,Fetais
Alameda,717,A,-,00411,Pç. João Rio,Av. Almirante Reis,Fetais
Areeiro,717,A,Metro; Autocarro,00311,Areeiro - Av. Alm. Gago Coutinho,Av. Almirante Gago Coutinho,Fetais
